Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Jamaica,JAM,1629003,1651915.2,1678467.2,1707019.2,1734763.2,1760000,1783124.8,1803891.2,1823705.6,1844936,1869000,1895628.96,1925162.4,1956079.84,1985852.48,2013000,2037715.84,2059399.04,2080307.04,2104140.64,2133000,2162300,2200100,2240800,2279900,2311100,2335800,2350600,2356400,2374900,2390000,2406041.988,2423043.608,2441023.646,2460002.055,2480000,2509923.425,2534068.675,2556780.051,2574289.364,2589388.551,2604788.619,2617495.224,2625700,2638100,2650400,2663100,2675800,2687200,2695600,2702300,2709300
Japan,JPN,92500572,94943000,95832000,96812000,97826000,98883000,99790000,100725000,101061000,103172000,104345000,105697000,107188000,108079000,110162000,111940000,112771000,113863000,114898000,115870000,116782000,117648000,118449000,119259000,120018000,120754000,121492000,122091000,122613000,123116000,123537000,123921000,124229000,124536000,124961000,125439000,125761000,126091000,126410000,126650000,126870000,127149000,127445000,127718000,127761000,127773000,127756000,127770750,127704040,127557958,127450459,127817277
Jordan,JOR,844000,891451.2,943089.6,999392,1060998.4,1128000,1200289.6,1278416,1358918.4,1436516.8,1508000,1573846.4,1633558.4,1689934.4,1747710.4,1810000,1876273.6,1946630.4,2021107.2,2099312,2181000,2267246.4,2359755.2,2455896,2551300.8,2644000,2744000,2846000,2948000,3056000,3170000,3545000,3733000,3905930.646,4060839.761,4195000,4325045,4459121.395,4597400,4680500,4797500,4917500,5038000,5164000,5290000,5411500,5537000,5662000,5787000,5915000,6047000,6181000
Kazakhstan,KAZ,9995997,10411040,10819503,11211938,11577537,11909001,12200891,12455366,12682452,12897025,13109992,13325342,13540301,13751019,13950987,14136006,14281735.46,14428967.27,14577716.9,14728000,14898332.25,15070634.42,15244929.3,15421239.94,15599589.65,15780002,15896089.19,16013030.4,16130831.89,16249500,16348000,16450500,16439095.17,16330419,16095198.94,15815626.38,15577894.26,15333703.04,15071300.13,14928425.85,14883626,14858335,14858948,14909019,15012984,15147029,15308085,15484192,15673999,16093481,16323287,16558459
Kenya,KEN,8105435,8361428,8628949,8908388,9200107,9504635,9822419,10154382,10502123,10867576,11252318,11657321,12082989,12529622,12997274,13486116,13995982,14527391,15081923,15661593,16267558,16899958,17557466,18237830,18937969,19655192,20387701,21134404,21894026,22665447,23447177,24240108,25042330,25846436,26642887,27425720,28191597,28944780,29696410,30462154,31253701,32076186,32927864,33805301,34702176,35614576,36540948,37485246,38455418,39462188,40512682,41609728
Kiribati,KIR,40700,41504.64,42321.44,43145.44,43972.64,44800,45625.44,46447.84,47267.04,48083.84,48900,49746.4,50563.2,51376.8,52213.6,53100,53854.24,54766.52,55801.68,56924.56,58100,59351.44,60702.32,62117.48,63561.76,65000,66448.82823,67907.51293,69375.29627,70851.39482,71845,73163,74263,75227,76188,77248,78431,79713,81085,82524,84010,85550,87147,88776,90398,91988,93534,95043,96532,98027,99546,101093
"Korea, Dem. Rep.",PRK,10946479,11219876,11478046,11734690,12011509,12323345,12671954,13048499,13444411,13847248,14246772,14642731,15034521,15411302,15759909,16072089,16341363,16572788,16784068,17000252,17239340,17508435,17802273,18111491,18421195,18720888,19006458,19282372,19556657,19841107,20143212,20466180,20804249,21145052,21471407,21770898,22038893,22278723,22495715,22698674,22894095,23083419,23264576,23436550,23597383,23745941,23882465,24008606,24126329,24238179,24346229,24451285
"Korea, Rep.",KOR,25074152,25725456,26437008,27140032,27836904,28530000,29217736,29898528,30574752,31248784,31923000,32595816,33265648,33934872,34605864,35281000,35849000,36412000,36969000,37534000,38124000,38723000,39326000,39910000,40406000,40806000,41184000,41575000,41975000,42380000,42869000,43268000,43663000,44056000,44453000,45093000,45525000,45954000,46287000,46617000,47008000,47357000,47622000,47859000,48039000,48138000,48372000,48598000,48949000,49182000,49410000,49779000
Kosovo,KSV,947000,966000,994000,1022000,1050000,1078000,1106000,1135000,1163000,1191000,1219000,1247000,1278000,1308000,1339000,1369000,1400000,1430000,1460000,1491000,1521000,1552000,1582000,1614000,1647000,1682000,1717000,1753000,1791000,1827000,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1794303
Kuwait,KWT,263718,296442,336991,383526,433288,484205,535698,588171,641694,696610,753142,811187,870446,930744,991885,1053753,1116083,1178930,1242872,1308718,1376963,1445699,1514013,1584310,1659961,1742083,1835819,1937316,2028166,2083550,2087687,2031004,,,,1627911,1628120,1678812,1763693,1857217,1940786,2009588,2069816,2126786,2189485,2264014,2351441,2447818,2548351,2646286,2736732,2818042
Kyrgyz Republic,KGZ,2172300,2255900,2333400,2413700,2495300,2573300,2655300,2736500,2818300,2894800,2959900,3022300,3088200,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5507000
Lao PDR,LAO,2129968,2179647,2230493,2282604,2336091,2391060,2447006,2503880,2562718,2624932,2691207,2762977,2839169,2914999,2983956,3041847,3086518,3120663,3150906,3186599,3234555,3296978,3372093,3457860,3550669,3647754,3748525,3853600,3962714,4075767,4192414,4312348,4434570,4557216,4677981,4795112,4907960,5016576,5120845,5220920,5317060,5408912,5496700,5582028,5667055,5753341,5841572,5931385,6022001,6112143,6200894,6288037
Latvia,LVA,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2372985,2355011,2338624,2325342,2312819,2300512,2287948,2276100,2266094,2254834,2239008,2220000
Lebanon,LBN,1907573,1967434,2028043,2088392,2147273,2203902,2256917,2306528,2355380,2407221,2464286,2528423,2597588,2665458,2723330,2765289,2788641,2796136,2794001,2791308,2794638,2807342,2827767,2851609,2872204,2885481,2888455,2884778,2884840,2902893,2948372,3026061,3130785,3249799,3364891,3462974,3539137,3597350,3644171,3690033,3742329,3802903,3868504,3935421,3998042,4052420,4097457,4134872,4166915,4196990,4227597,4259405
Lesotho,LSO,851594,866469,882163,898637,915820,933664,952235,971576,991576,1012087,1033044,1054333,1076100,1098849,1123261,1149797,1178551,1209290,1241725,1275421,1309981,1345398,1381537,1417720,1453098,1487079,1519369,1550144,1579900,1609386,1639177,1669190,1699284,1729896,1761558,1794531,1829222,1865218,1900962,1934337,1963878,1988983,2010261,2028976,2047006,2065752,2085561,2106128,2127412,2149201,2171318,2193843
Liberia,LBR,1115736,1142713,1170708,1199785,1230038,1261555,1294368,1328506,1364046,1401077,1439677,1479831,1521565,1565044,1610474,1657971,1706539,1755815,1807164,1862497,1922536,1988931,2059483,2126455,2179471,2211509,2221350,2212690,2189831,2159264,2127098,2091355,2054179,2030591,2039922,2094591,2203809,2360511,2540835,2710963,2847290,2939296,2996082,3037412,3092721,3182539,3313718,3477197,3658460,3835929,3994122,4128572
Libya,LBY,1349004,1399552,1451196,1504811,1561744,1622996,1688870,1759132,1833611,1911968,1994000,2079897,2169965,2264278,2362900,2466000,2572300,2681887,2797780,2924086,3063000,3216430,3381390,3549220,3708142,3849801,3970886,4074021,4164147,4249018,4334459,4421885,4509970,4598629,4687106,4775009,4862665,4951076,5041233,5134324,5231189,5331311,5434293,5541062,5652797,5769709,5893738,6023053,6149620,6262667,6355112,6422772
Liechtenstein,LIE,16561,16956,17362,17785,18235,18717,19236,19782,20335,20867,21358,21799,22196,22563,22922,23288,23665,24048,24436,24825,25213,25600,25990,26377,26761,27140,27511,27878,28243,28611,28986,29370,29760,30154,30549,30941,31328,31710,32090,32470,32853,33239,33626,34006,34365,34696,34995,35266,35521,35772,36032,36304
Lithuania,LTU,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3481292,3469070,3454205,3435591,3414304,3394082,3375618,3358115,3339456,3286820,3203000
Luxembourg,LUX,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,517000
"Macao SAR, China",MAC,171450,175129,181020,188698,197519,206906,216869,227256,237127,245308,250995,253879,254280,252843,250548,248211,245913,243725,242455,243067,246230,252251,260913,271665,283662,296210,309212,322637,335931,348443,359709,369493,377886,385193,391906,398426,404808,411050,417435,424292,431867,440265,449472,459456,470127,481390,493267,505709,518463,531195,543656,555731
"Macedonia, FYR",MKD,1391996,1405483,1422698,1442355,1462410,1481397,1498995,1515804,1532371,1549553,1567968,1587484,1607799,1629127,1651721,1675598,1701231,1728165,1754389,1777205,1794830,1806228,1812327,1815719,1820117,1828148,1840767,1857034,1875387,1893409,1909353,1922774,1934265,1944343,1953874,1963484,1973283,1982994,1992404,2001178,2009091,2016075,2022255,2027819,2033039,2038109,2043091,2047922,2052524,2056769,2060563,2063893
Madagascar,MDG,5103652,5226922,5354559,5486625,5623161,5764278,5909996,6060590,6216739,6379309,6548922,6725666,6909376,7100076,7297711,7502097,7713983,7933128,8157215,8383124,8608964,8833875,9059559,9289882,9530197,9784559,10054543,10339739,10639804,10953663,11280625,11620718,11974724,12343496,12728117,13129227,13547271,13981666,14430739,14892172,15364272,15846412,16338968,16842482,17357913,17885967,18426870,18980391,19546282,20124150,20713819,21315135
Malawi,MWI,3525246,3607612,3694022,3784224,3877813,3974682,4074649,4178378,4287627,4404709,4531280,4667889,4814073,4969175,5132087,5301861,5481074,5670199,5863933,6055046,6239898,6409111,6567327,6741249,6967388,7268257,7661008,8128340,8616602,9051225,9380892,9583696,9681728,9721620,9772164,9883350,10070605,10319125,10612353,10922265,11228756,11529337,11833102,12144945,12472794,12822587,13195329,13589404,14005113,14442290,14900841,15380888
Malaysia,MYS,8160113,8428536,8709925,8998621,9286976,9569499,9844029,10112042,10376210,10640883,10909353,11182967,11461117,11742976,12027040,12312736,12600292,12891897,13191366,13503629,13832586,14178739,14542156,14925545,15331937,15762856,16220169,16701745,17200067,17704839,18208562,18707774,19204087,19701263,20205446,20720810,21247102,21781499,22322448,22867698,23414909,23964621,24515323,25060184,25590453,26100241,26586287,27051142,27502008,27949395,28401017,28859154
Maldives,MDV,90050,92526,95115,97757,100370,102909,105325,107659,110056,112714,115772,119308,123266,127491,131752,135895,139851,143701,147623,151872,156626,161931,167708,173861,180238,186720,193275,199898,206522,213067,219474,225709,231756,237606,243256,248712,253960,259002,263867,268600,273236,277791,282266,286665,290988,295240,299419,303539,307632,311739,315885,320081
Mali,MLI,5247877,5314146,5381485,5450558,5522231,5597238,5675700,5757783,5844286,5936162,6034022,6138428,6249101,6364760,6483570,6604259,6725776,6848536,6974443,7106248,7245598,7394730,7552338,7712392,7866571,8009705,8139016,8258615,8378673,8513337,8672868,8861362,9076261,9313042,9564231,9824510,10092753,10371338,10662517,10969725,11295324,11639798,12001887,12380104,12772264,13176642,13592796,14020786,14459990,14909813,15369809,15839538
Malta,MLT,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,357727,361260,364704,367941,370433,372687,375236,377516,379360,381363,393028,395969,398582,401268,403837,406408,409050,411950,413991,415995,419000
Marshall Islands,MHL,14661,15050,15543,16109,16700,17282,17839,18387,18965,19622,20397,21309,22340,23439,24534,25578,26547,27467,28396,29414,30578,31891,33330,34890,36562,38327,40196,42140,44054,45802,47288,48469,49369,50040,50565,51008,51389,51697,51930,52080,52145,52131,52066,51992,51968,52037,52210,52487,52880,53396,54038,54816
Mauritania,MRT,854167,878589,903773,929704,956369,983773,1011900,1040792,1070585,1101457,1133539,1166883,1201462,1237242,1274150,1312132,1351167,1391261,1432406,1474597,1517817,1562144,1607553,1653818,1700638,1747839,1795343,1843352,1892328,1942900,1995548,2050456,2107590,2166948,2228453,2292053,2357678,2425374,2495316,2567741,2642743,2720367,2800333,2882003,2964526,3047249,3129959,3212672,3295254,3377630,3459773,3541540
Mauritius,MUS,659351,680756.8,700348.8,718860.8,736380.8,753000,768812.8,783916.8,798412.8,812404.8,826000,839230.4,852052.8,864819.2,878041.6,892000,906507.2,921379.2,936435.2,951419.2,966000,979133.0464,990753.597,1000803.865,1009233.499,1016000,1024680,1032760,1040840.653,1048920.982,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1199881,1210196,1222811,1233386,1243253,1252698,1260403,1268565,1275032,1280924,1286051
Mexico,MEX,38418829,39684127,40966751,42264182,43574687,44898430,46229966,47572205,48943844,50370262,51868335,53441943,55081201,56771626,58492118,60224601,61969362,63723359,65461471,67152555,68776411,70318386,71788766,73223336,74673296,76175154,77741110,79358780,81010093,82666457,84306602,85923799,87523328,89109703,90691331,92272749,93858373,95441345,97001933,98513690,99959594,101329543,102634153,103902569,105175967,106483757,107835259,109220753,110627158,112033369,113423047,114793341
"Micronesia, Fed. Sts.",FSM,44536,45954,47385,48873,50481,52236,54199,56322,58403,60166,61431,62105,62297,62288,62474,63143,64383,66106,68217,70546,72962,75456,78048,80667,83232,85682,87950,90037,92040,94105,96319,98749,101314,103780,105825,107233,107904,107947,107605,107237,107103,107290,107728,108325,108926,109419,109789,110092,110367,110676,111064,111542
Moldova,MDA,2544000,2605000,2664000,2721000,2774000,2825000,2873000,2918000,2960000,3002000,3045000,3088000,3132000,3175000,3215000,3252000,3284000,3313000,3339000,3367000,3397000,3429000,3464000,3500000,3536000,3570000,3602000,3632000,3659000,3681000,3696000,3706000,3709000,3705000,3694000,3675099,3667748,3659655,3652771,3646999,3639588,3631460,3623059,3612869,3603934,3595182,3585520,3576904,3570107,3565603,3562062,3559000
Monaco,MCO,22135,22343,22477,22562,22643,22749,22886,23046,23234,23448,23689,23968,24282,24605,24902,25153,25341,25482,25617,25802,26078,26459,26930,27459,28004,28533,29036,29521,29990,30447,30896,31330,31745,32154,32574,33014,33485,33974,34444,34840,35126,35288,35341,35323,35282,35260,35267,35295,35336,35377,35407,35427
Mongolia,MNG,957044,983822,1013100,1044297,1076571,1109312,1142272,1175616,1209647,1244846,1281535,1319817,1359478,1400150,1441311,1482599,1523908,1565380,1607212,1649710,1693122,1736994,1781213,1826717,1874774,1926002,1981170,2039204,2096653,2148850,2192553,2226469,2251861,2271236,2288370,2306131,2325369,2345618,2366895,2388862,2411369,2434515,2458853,2485177,2514462,2547339,2584143,2624509,2667474,2711659,2756001,2800114
Montenegro,MNE,466674,475371,484408,493148,500745,506646,510527,512701,514031,515746,518727,523214,528905,535454,542304,548999,555632,562247,568285,573036,576069,577041,576292,574920,574459,575997,579821,585546,592740,600697,608816,617144,625630,633443,639542,643227,644121,642533,639309,635689,632606,630299,628594,627500,626912,626739,627074,627962,629185,630435,631490,632261
Morocco,MAR,11625999,11947688,12275060,12610932,12959397,13323000,13703369,14098444,14502647,14908265,15309995,15706226,16099392,16493298,16893643,17304995,17726625,18158169,18604851,19073204,19566920,20088209,20633004,21190800,21747150,22291062,22818601,23330761,23827539,24310585,24781105,25237951,25679802,26107772,26523600,26928600,27323664,27708647,28082684,28444414,28793236,29129204,29453931,29770316,30082152,30392473,30702084,31011199,31321453,31634524,31951412,32272974
Mozambique,MOZ,7647298,7800484,7959885,8125366,8296714,8473839,8657160,8847011,9043165,9245275,9453385,9665565,9882427,10109426,10353943,10620268,10908878,11214834,11530022,11843382,12145501,12441643,12731231,12992962,13199259,13334972,13384409,13365201,13336217,13378100,13547076,13867422,14318167,14854590,15409381,15933452,16412893,16862385,17295521,17735992,18200656,18691461,19200021,19721009,20246287,20770013,21290952,21811326,22332900,22858607,23390765,23929708
Myanmar,MMR,20957397,21407053,21866045,22337108,22824142,23330184,23854648,24397064,24960539,25548930,26164131,26807570,27475978,28160632,28849728,29534378,30210895,30880196,31543652,32204485,32864901,33524053,34179992,34832636,35481981,36127741,36770437,37409257,38041034,38661616,39268304,39855885,40425088,40985963,41552659,42133199,42735941,43352191,43952526,44496687,44957660,45323903,45609292,45843675,46070248,46321162,46605278,46915826,47250315,47601374,47963012,48336763
Namibia,NAM,602545,617283,632659,648669,665298,682554,700317,718623,737803,758305,780386,804310,829810,855970,881536,905652,928223,949709,970537,991357,1012824,1034636,1057115,1082264,1112679,1150038,1195331,1247573,1304005,1360710,1414830,1465201,1512524,1558055,1603865,1651352,1700975,1751872,1802579,1851034,1895839,1936399,1973408,2008342,2043339,2079951,2118653,2158984,2200422,2242078,2283289,2324004
Nepal,NPL,9740462,9917687,10102057,10294480,10495972,10707313,10928950,11160972,11403306,11655685,11917872,12189968,12472000,12763547,13064044,13373069,13690544,14016547,14351017,14693930,15045329,15405456,15774532,16152598,16539682,16936006,17341408,17756510,18183258,18624187,19081064,19554170,20042806,20546441,21064150,21594872,22137784,22691788,23255046,23825372,24400606,24980184,25562573,26143530,26717875,27281945,27833665,28373838,28905358,29432743,29959364,30485798
Netherlands,NLD,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16696000
New Caledonia,NCL,79000,82656,85472,87784,89880,92000,94336,97032,100184,103840,108000,113610,119138,124330,128994,133000,136203,138442,140008,141414,143000,144000,144500,145400,150616,153000,154000,156751,159710,164200,168000,172167,176724,181696,187111,193000,197000,201642,205000,209214,213230,217324,221490,225735,230068,234393,238459,242400,243985,245580,247000,249000
New Zealand,NZL,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4228300,4268900,4315800,4367800,4405200
Nicaragua,NIC,1772895,1828750,1885094,1942338,2001105,2061878,2124754,2189679,2256800,2326261,2398160,2472476,2549185,2628337,2709983,2794083,2880571,2969183,3059408,3150596,3242190,3334287,3426782,3518721,3608911,3696667,3781070,3862724,3944304,4029509,4120797,4219176,4323263,4430182,4535802,4637040,4733164,4824799,4911886,4994730,5073704,5148635,5219724,5288271,5356012,5424336,5493527,5563654,5635577,5710230,5788163,5869859
Niger,NER,3249965,3344605,3443850,3547421,3654806,3765632,3879910,3997810,4119299,4244349,4372957,4505018,4640560,4779869,4923337,5071204,5223853,5381141,5542178,5705724,5871030,6038229,6208128,6381552,6559627,6743501,6933529,7130570,7336924,7555416,7788198,8036341,8299868,8578542,8871631,9178575,9499892,9835945,10185812,10548219,10922421,11308134,11706182,12118322,12546945,12993884,13460138,13945662,14450007,14972257,15511953,16068994
Nigeria,NGA,45926253,46912826,47935878,48992838,50079946,51195706,52341981,53524049,54748444,56023503,57357275,58745411,60191508,61720304,63363756,65141058,67067499,69127157,71269619,73424869,75543388,77604166,79623647,81635550,83691577,85828707,88057486,90363921,92731304,95133496,97552057,99986136,102444773,104931559,107452627,110014688,112618306,115268715,117983368,120784408,123688536,126704722,129832447,133067097,136399438,139823340,143338939,146951477,150665730,154488072,158423182,162470737
Northern Mariana Islands,MNP,10070,10340,10541,10709,10901,11157,11489,11882,12318,12766,13203,13658,14142,14605,14978,15232,15316,15293,15390,15906,17048,18906,21392,24308,27362,30341,33174,35906,38571,41244,43973,46727,49456,52161,54852,57517,60173,62766,65138,67075,68432,69184,69393,69105,68404,67381,66006,64349,62707,61473,60917,61174
Norway,NOR,3581239,3609800,3638918,3666537,3694339,3723168,3753012,3784539,3816486,3847707,3875763,3903039,3933004,3960612,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4952000
Oman,OMN,557492,570581,584427,599034,614390,630553,647678,666021,685892,707663,731703,758060,787002,819375,856230,898286,945679,998100,1055217,1116489,1181337,1249858,1321650,1395032,1467846,1538575,1605464,1668734,1731168,1796822,1868055,1947042,2031377,2113398,2182619,2232018,2258730,2266469,2262969,2259398,2264163,2279171,2302874,2335967,2378336,2429510,2490620,2561187,2636963,2712141,2782435,2846145
Pakistan,PAK,45920204,47033454,48198347,49413973,50678979,51993059,53359180,54780499,56257610,57790852,59382651,61033754,62751275,64551904,66456937,68482526,70632133,72904319,75303460,77832927,80492664,83280137,86187238,89200001,92300277,95470380,98710951,102011892,105332464,108621443,111844679,114970102,118010303,121029915,124121817,127346713,130737306,134255952,137808222,141261069,144522192,147557907,150407242,153139895,155860066,158645463,161513324,164445596,167442258,170494367,173593383,176745364
Palau,PLW,9638,9901,10150,10381,10593,10782,10945,11081,11206,11335,11481,11656,11853,12045,12195,12280,12284,12225,12151,12127,12197,12383,12667,13015,13371,13698,13982,14237,14485,14762,15089,15471,15894,16345,16804,17254,17694,18122,18522,18876,19172,19402,19573,19698,19803,19906,20011,20118,20228,20346,20472,20609
Panama,PAN,1128378,1161708,1196016,1231377,1267907,1305667,1344667,1384801,1425871,1467612,1509822,1552391,1595314,1638624,1682398,1726672,1771458,1816673,1862142,1907645,1953029,1998261,2043413,2088590,2133947,2179624,2225634,2272029,2319035,2366933,2415926,2466083,2517356,2569672,2622903,2676926,2731717,2787228,2843276,2899636,2956126,3012635,3069123,3125565,3181969,3238321,3294583,3350673,3406487,3461901,3516820,3571185
Papua New Guinea,PNG,1966961,2001049,2037162,2075625,2116822,2161087,2208398,2258847,2312978,2371467,2434698,2503009,2576020,2652505,2730770,2809595,2888403,2967506,3047644,3129991,3215339,3304033,3395633,3489227,3583521,3677658,3771385,3865230,3960087,4057228,4157654,4261537,4368815,4479959,4595463,4715617,4840693,4970478,5104153,5240560,5378824,5518586,5659946,5803029,5948135,6095437,6244916,6396307,6549268,6703361,6858266,7013829
Paraguay,PRY,1905829,1956714,2009165,2063215,2118896,2176195,2235296,2296118,2358072,2420365,2482508,2544362,2606357,2669285,2734247,2802133,2873058,2947064,3024857,3107259,3194768,3287677,3385626,3487626,3592275,3698465,3805813,3914302,4023628,4133551,4243860,4354331,4464780,4575121,4685320,4795365,4905150,5014650,5124050,5233615,5343539,5453921,5564709,5675754,5786836,5897816,6008597,6119295,6230242,6341892,6454548,6568290
Peru,PER,9929439,10216429,10515695,10825440,11143120,11466936,11796103,12131226,12473584,12825119,13187182,13559712,13941958,14333692,14734523,15143887,15561809,15987545,16418798,16852621,17286832,17720017,18152344,18585148,19020616,19460111,19903833,20350457,20797983,21243700,21685537,22122065,22553275,22980182,23404523,23827163,24248671,24667356,25079136,25478577,25861887,26228274,26579252,26916342,27242033,27558769,27866387,28166078,28463338,28765162,29076512,29399817
Philippines,PHL,26010295,26893021,27800656,28727140,29664173,30606162,31551090,32501839,33463836,34444983,35451392,36485095,37545635,38633697,39749340,40892836,42064468,43265378,44497521,45763245,47063923,48399114,49767259,51166963,52596291,54052849,55537110,57046529,58572071,60102139,61628668,63146876,64659225,66173874,67703053,69255386,70831419,72427130,74040838,75669587,77309965,78964389,80630416,82293990,83936698,85546427,87116275,88652631,90173139,91703090,93260798,94852030
Poland,POL,29637450,29964000,30308500,30712000,31139450,31444950,31681000,31987155,32294655,32548300,32664300,32783500,33055650,33357200,33678899,34015199,34356300,34689050,34965600,35247217,35574150,35898587,36230481,36571808,36904134,37201885,37456119,37668045,37824487,37961529,38110782,38246193,38363667,38461408,38542652,38594998,38624370,38649660,38663481,38660271,38453757,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38183683,38216000
Portugal,PRT,8857716,8929316,8993985,9030355,9035365,8998595,8930990,8874520,8836650,8757705,8680431,8643756,8630430,8633100,8754365,9093470,9355810,9455675,9558250,9661265,9766312,9851362,9911771,9957865,9996232,10023613,10032734,10030031,10019610,10005000,9983218,9967878,9969953,9982591,10004081,10030376,10057861,10091120,10129290,10171949,10225836,10292999,10368403,10441075,10501970,10549424,10584344,10608335,10622413,10632482,10637346,10637000
Puerto Rico,PRI,2358000,2399721.6,2450321.6,2504529.6,2554065.6,2594000,2624995.2,2645673.6,2662064,2684150.4,2718000,2762190.4,2817256,2878785.6,2939299.2,2994000,3043854.4,3088689.6,3129420.8,3168088,3206000,3242552,3277452.8,3311137.6,3344190.4,3377000,3409553.6,3441849.6,3473897.6,3505649.6,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721978,3706690
Qatar,QAT,47085,51093,55883,61296,67082,73073,79189,85530,92319,99873,108401,118210,129227,140846,152210,162835,172151,180656,190192,203285,221594,245740,274720,306542,338365,368006,395144,420058,441932,459949,473722,482926,488204,491420,495126,501371,512422,528787,548828,569870,590957,608057,624173,653500,715146,820986,978336,1178192,1396060,1597765,1758793,1870041
Romania,ROU,18406905,18555250,18676550,18797850,18919126,19031576,19215450,19534242,19799831,20009141,20250398,20461567,20657957,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22242653,22415169,22515389,22588790,22655940,22755427,22859269,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21803129,21742013,21684890,21634371,21587666,21546873,21513622,21480401,21438001,21390000
Russian Federation,RUS,119897000,121236340.9,122590643.4,123960074.4,125344802.9,126745000,127468492.9,128196115.8,128927892.1,129663845.5,130404000,131154511.3,131909342.1,132668517.1,133432061.3,134200000,135146685.5,136100049.2,137060138.2,138027000,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,148292000,148624000,148689000,148520000,148336000,148141000,147739000,147304000,146899000,146309000,146303000,145949580.3,145299690.3,144599446.7,143849574.2,143150000,142500000,142100000,141950000,141910000,141920000,141930000
Rwanda,RWA,2771018,2855692,2942908,3032745,3125315,3220770,3319229,3420890,3526088,3635227,3748672,3866501,3988895,4116446,4249861,4389619,4536057,4688997,4847747,5011299,5178927,5343129,5502531,5669024,5859270,6080907,6356230,6672124,6959599,7124870,7109538,6871192,6452688,5984449,5648306,5570206,5803830,6297733,6944116,7582861,8098344,8456968,8696378,8857859,9009655,9201727,9441406,9710531,10004092,10311275,10624005,10942950
Samoa,WSM,109917,113300,116702,120115,123530,126931,130320,133661,136856,139783,142354,144528,146330,147835,149155,150373,151524,152593,153557,154371,155016,155488,155831,156122,156459,156919,157531,158290,159187,160198,161308,162504,163790,165172,166662,168257,169969,171766,173543,175169,176549,177645,178488,179141,179699,180237,180766,181277,181809,182401,183081,183874
